p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y
715.43085,-653.2169,297.97678,588.6388,-123.71459,240.40924,1822.7148,-1933.4446
710.4323,-653.2128,292.98648,588.64496,-118.70885,240.41031,1817.7231,-1933.4445
705.4338,-653.20874,287.9962,588.6511,-113.7031,240.41138,1812.7314,-1933.4443
700.43524,-653.20465,283.0059,588.6573,-108.69736,240.41245,1807.7397,-1933.4442
695.4367,-653.20056,278.0156,588.66345,-103.69161,240.41351,1802.748,-1933.4441
690.4382,-653.1965,273.0253,588.6696,-98.68587,240.41458,1797.7563,-1933.444
685.43964,-653.1924,268.035,588.6758,-93.68012,240.41565,1792.7646,-1933.4438
680.4411,-653.1883,263.0447,588.68195,-88.67438,240.41672,1787.773,-1933.4437
675.44257,-653.1842,258.0544,588.6881,-83.66863,240.41779,1782.7812,-1933.4436
670.44403,-653.1801,253.0641,588.6943,-78.66289,240.41885,1777.7896,-1933.4435
665.4455,-653.176,248.07379,588.70044,-73.65714,240.41992,1772.7979,-1933.4434
660.44696,-653.17194,243.08348,588.7066,-68.6514,240.42099,1767.8062,-1933.4432
655.4484,-653.16785,238.09317,588.71277,-63.645653,240.42206,1762.8145,-1933.4431
650.4499,-653.16376,233.10286,588.71893,-58.639908,240.42313,1757.8228,-1933.443
645.45135,-653.15967,228.11255,588.7251,-53.634163,240.4242,1752.831,-1933.4429
640.4528,-653.1556,223.12224,588.73126,-48.628418,240.42526,1747.8394,-1933.4427
635.4543,-653.1515,218.13193,588.7374,-43.622673,240.42633,1742.8477,-1933.4426
630.45575,-653.1474,213.14162,588.7436,-38.61693,240.4274,1737.856,-1933.4425
625.4572,-653.1433,208.1513,588.74976,-33.611183,240.42847,1732.8643,-1933.4424
620.4587,-653.1392,203.161,588.7559,-28.60544,240.42953,1727.8726,-1933.4423
615.46014,-653.13513,198.17068,588.7621,-23.599697,240.4306,1722.8809,-1933.4421
610.4616,-653.13104,193.18037,588.76825,-18.593954,240.43167,1717.8892,-1933.442
605.4631,-653.12695,188.19006,588.7744,-13.588211,240.43274,1712.8975,-1933.4419
600.46454,-653.12286,183.19975,588.7806,-8.582468,240.4338,1707.9058,-1933.4418
595.466,-653.1188,178.20944,588.78674,-3.5767245,240.43488,1702.9141,-1933.4417
590.46747,-653.1147,173.21913,588.7929,1.429019,240.43594,1697.9224,-1933.4415
585.46893,-653.1106,168.22882,588.7991,6.4347625,240.43701,1692.9307,-1933.4414
580.4704,-653.1065,163.23851,588.80524,11.440506,240.43808,1687.939,-1933.4413
575.47186,-653.1024,158.2482,588.8114,16.446249,240.43915,1682.9473,-1933.4412
570.4733,-653.0983,153.25789,588.81757,21.451992,240.44022,1677.9556,-1933.441
565.4748,-653.09424,148.26758,588.8237,26.457735,240.44128,1672.9639,-1933.4409
560.47626,-653.09015,143.27727,588.8299,31.463478,240.44235,1667.9722,-1933.4408
555.4777,-653.08606,138.28696,588.83606,36.469223,240.44342,1662.9805,-1933.4407
550.4792,-653.082,133.29665,588.8422,41.474968,240.44449,1657.9888,-1933.4406
545.48065,-653.0779,128.30634,588.8484,46.480713,240.44556,1652.9971,-1933.4404
540.4821,-653.0738,123.31603,588.85455,51.486458,240.44662,1648.0054,-1933.4403
535.4836,-653.0697,118.32573,588.8607,56.492203,240.4477,1643.0137,-1933.4402
530.48505,-653.0656,113.33543,588.8669,61.497948,240.44876,1638.022,-1933.4401
525.4865,-653.0615,108.34512,588.87305,66.50369,240.44983,1633.0303,-1933.44
520.488,-653.05743,103.35482,588.8792,71.50944,240.4509,1628.0386,-1933.4398
515.48944,-653.05334,98.36452,588.8854,76.51518,240.45197,1623.0469,-1933.4397
510.4909,-653.04926,93.374214,588.89154,81.52093,240.45303,1618.0552,-1933.4396
505.49237,-653.04517,88.38391,588.8977,86.52667,240.4541,1613.0635,-1933.4395
500.49384,-653.0411,83.39361,588.9039,91.53242,240.45517,1608.0718,-1933.4393
495.4953,-653.037,78.403305,588.91003,96.53816,240.45624,1603.0801,-1933.4392
490.49677,-653.0329,73.413,588.9162,101.54391,240.4573,1598.0884,-1933.4391
485.49823,-653.0288,68.4227,588.92236,106.54965,240.45837,1593.0967,-1933.439
480.4997,-653.0247,63.432396,588.9285,111.5554,240.45944,1588.105,-1933.4388
475.50116,-653.0206,58.442093,588.9347,116.56114,240.46051,1583.1133,-1933.4387
470.50262,-653.01654,53.45179,588.94086,121.56689,240.46158,1578.1216,-1933.4386
465.5041,-653.01245,48.461487,588.947,126.57263,240.46265,1573.1299,-1933.4385
460.50555,-653.00836,43.471184,588.9532,131.57837,240.46371,1568.1382,-1933.4384
455.50702,-653.0043,38.48088,588.95935,136.5841,240.46478,1563.1465,-1933.4382
450.50848,-653.0002,33.490578,588.9655,141.58984,240.46585,1558.1548,-1933.4381
445.50995,-652.9961,28.500273,588.9717,146.59558,240.46692,1553.1631,-1933.438
440.5114,-652.992,23.509968,588.97784,151.60132,240.46799,1548.1714,-1933.4379
435.51288,-652.9879,18.519663,588.984,156.60706,240.46906,1543.1797,-1933.4377
430.51434,-652.9838,13.529358,588.9902,161.6128,240.47012,1538.188,-1933.4376
425.5158,-652.97974,8.539053,588.99634,166.61853,240.47119,1533.1963,-1933.4375
420.51727,-652.97565,3.5487485,589.0025,171.62427,240.47226,1528.2046,-1933.4374
415.51874,-652.97156,-1.441556,589.00867,176.63,240.47333,1523.2129,-1933.4373
410.5202,-652.96747,-6.4318604,589.01483,181.63574,240.4744,1518.2212,-1933.4371
405.52167,-652.9634,-11.422165,589.021,186.64148,240.47546,1513.2295,-1933.437
400.52313,-652.9593,-16.41247,589.02716,191.64722,240.47653,1508.2378,-1933.4369
395.5246,-652.9552,-21.402775,589.0333,196.65295,240.4776,1503.2461,-1933.4368
390.52606,-652.9511,-26.39308,589.0395,201.65869,240.47867,1498.2544,-1933.4366
385.52753,-652.947,-31.383385,589.04565,206.66443,240.47974,1493.2627,-1933.4365
380.529,-652.94293,-36.373688,589.0518,211.67017,240.4808,1488.271,-1933.4364
375.53046,-652.93884,-41.36399,589.058,216.6759,240.48187,1483.2793,-1933.4363
370.53192,-652.93475,-46.354294,589.06415,221.68164,240.48294,1478.2876,-1933.4362
365.5334,-652.93066,-51.344597,589.0703,226.68738,240.48401,1473.2959,-1933.436
360.53485,-652.9266,-56.3349,589.0765,231.69312,240.48508,1468.3042,-1933.4359
355.53632,-652.9225,-61.325203,589.08264,236.69885,240.48615,1463.3125,-1933.4358
350.53778,-652.9184,-66.315506,589.0888,241.70459,240.48721,1458.3208,-1933.4357
345.53925,-652.9143,-71.30581,589.095,246.71033,240.48828,1453.3291,-1933.4355
340.5407,-652.9102,-76.29611,589.10114,251.71606,240.48935,1448.3374,-1933.4354
335.54218,-652.9061,-81.286415,589.1073,256.7218,240.49042,1443.3457,-1933.4353
330.54364,-652.90204,-86.27672,589.11346,261.72754,240.49149,1438.354,-1933.4352
325.5451,-652.89795,-91.26702,589.1196,266.73328,240.49255,1433.3623,-1933.435
320.54657,-652.89386,-96.257324,589.1258,271.739,240.49362,1428.3706,-1933.4349
315.54803,-652.8898,-101.24763,589.13196,276.74475,240.49469,1423.3789,-1933.4348
310.5495,-652.8857,-106.23793,589.1381,281.7505,240.49576,1418.3872,-1933.4347
305.55096,-652.8816,-111.22823,589.1443,286.75623,240.49683,1413.3955,-1933.4346
300.55243,-652.8775,-116.21854,589.15045,291.76196,240.4979,1408.4038,-1933.4344
295.5539,-652.8734,-121.20884,589.1566,296.7677,240.49896,1403.4121,-1933.4343
290.55536,-652.8693,-126.19914,589.1628,301.77344,240.50003,1398.4204,-1933.4342
285.55682,-652.86523,-131.18945,589.16895,306.77917,240.5011,1393.4287,-1933.4341
280.5583,-652.86115,-136.17976,589.1751,311.7849,240.50217,1388.437,-1933.434
275.55975,-652.85706,-141.17007,589.1813,316.79065,240.50323,1383.4453,-1933.4338
270.56122,-652.85297,-146.16039,589.18744,321.7964,240.5043,1378.4536,-1933.4337
265.56268,-652.8489,-151.1507,589.1936,326.80212,240.50537,1373.4619,-1933.4336
260.56415,-652.8448,-156.141,589.19977,331.80786,240.50644,1368.4702,-1933.4335
255.5656,-652.8407,-161.13132,589.20593,336.8136,240.5075,1363.4785,-1933.4333
250.56705,-652.8366,-166.12163,589.2121,341.81934,240.50858,1358.4868,-1933.4332
245.5685,-652.8325,-171.11194,589.21826,346.82507,240.50964,1353.4951,-1933.4331
240.56995,-652.8284,-176.10225,589.2244,351.8308,240.51071,1348.5034,-1933.433
235.5714,-652.82434,-181.09256,589.2306,356.83655,240.51178,1343.5117,-1933.4329
230.57285,-652.82025,-186.08287,589.23676,361.8423,240.51285,1338.52,-1933.4327
228.44952,-648.28845,-191.07318,589.2429,366.84802,240.51392,1333.5283,-1933.4326
226.3262,-643.75665,-196.06349,589.2491,371.85376,240.51498,1328.5366,-1933.4325
224.20288,-639.22485,-201.0538,589.25525,376.8595,240.51605,1323.5449,-1933.4324
222.07956,-634.69305,-206.04411,589.2614,381.86523,240.51712,1318.5532,-1933.4323
219.95624,-630.16125,-211.03442,589.2676,386.87097,240.51819,1313.5615,-1933.4321
217.83292,-625.62946,-216.02473,589.27374,391.8767,240.51926,1308.5698,-1933.432
215.7096,-621.09766,-221.01505,589.2799,396.88245,240.52032,1303.5781,-1933.4319
213.58627,-616.56586,-226.00536,589.2861,401.88818,240.5214,1298.5864,-1933.4318
211.46295,-612.03406,-230.99567,589.29224,406.89392,240.52246,1293.5947,-1933.4316
209.33963,-607.50226,-235.98598,589.2984,411.89966,240.52353,1288.603,-1933.4315
207.21631,-602.97046,-240.97629,589.30457,416.9054,240.5246,1283.6113,-1933.4314
205.09299,-598.43866,-245.9666,589.3107,421.91113,240.52567,1278.6196,-1933.4313
202.96967,-593.90686,-250.95691,589.3169,426.91687,240.52673,1273.6279,-1933.4312
200.84634,-589.37506,-255.94722,589.32306,431.9226,240.5278,1268.6362,-1933.431
198.72302,-584.84326,-260.93753,589.3292,436.92834,240.52887,1263.6445,-1933.4309
196.5997,-580.31146,-265.92783,589.3354,441.93408,240.52994,1258.6528,-1933.4308
194.47638,-575.77966,-270.91812,589.34155,446.93982,240.531,1253.6611,-1933.4307
192.35306,-571.24786,-275.90842,589.3477,451.94556,240.53207,1248.6694,-1933.4305
190.22974,-566.71606,-280.8987,589.3539,456.9513,240.53314,1243.6777,-1933.4304
188.10641,-562.18427,-285.889,589.36005,461.95703,240.53421,1238.686,-1933.4303
185.9831,-557.65247,-290.8793,589.3662,466.96277,240.53528,1233.6943,-1933.4302
183.85977,-553.12067,-295.8696,589.3724,471.9685,240.53635,1228.7026,-1933.43
181.73645,-548.58887,-300.8599,589.37854,476.97424,240.53741,1223.7109,-1933.4299
179.61313,-544.05707,-305.8502,589.3847,481.97998,240.53848,1218.7192,-1933.4298
177.4898,-539.52527,-310.84048,589.39087,486.98572,240.53955,1213.7275,-1933.4297
175.36649,-534.99347,-315.83078,589.39703,491.99146,240.54062,1208.7358,-1933.4296
173.24316,-530.4617,-320.82108,589.4032,496.9972,240.54169,1203.7441,-1933.4294
171.11984,-525.9299,-325.81137,589.40936,502.00293,240.54276,1198.7524,-1933.4293
168.99652,-521.3981,-330.80167,589.4155,507.00867,240.54382,1193.7607,-1933.4292
166.8732,-516.8663,-335.79196,589.4217,512.0144,240.54489,1188.769,-1933.4291
164.74988,-512.3345,-340.78226,589.42786,517.02014,240.54596,1183.7773,-1933.429
162.62656,-507.80264,-345.77255,589.434,522.0259,240.54703,1178.7856,-1933.4288
160.50323,-503.2708,-350.76285,589.4402,527.0316,240.5481,1173.794,-1933.4287
158.37991,-498.73898,-355.75314,589.44635,532.03735,240.54916,1168.8022,-1933.4286
156.25659,-494.20715,-360.74344,589.4525,537.0431,240.55023,1163.8105,-1933.4285
154.13327,-489.67532,-365.73373,589.4587,542.0488,240.5513,1158.8188,-1933.4283
152.00995,-485.1435,-370.72403,589.46484,547.05457,240.55237,1153.8271,-1933.4282
149.88663,-480.61166,-375.71432,589.471,552.0603,240.55344,1148.8354,-1933.4281
147.7633,-476.07983,-380.70462,589.4772,557.06604,240.5545,1143.8438,-1933.428
145.63998,-471.548,-385.69492,589.48334,562.0718,240.55557,1138.852,-1933.4279
143.51666,-467.01617,-390.6852,589.4895,567.0775,240.55664,1133.8604,-1933.4277
141.39334,-462.48434,-395.6755,589.49567,572.08325,240.55771,1128.8687,-1933.4276
139.27002,-457.9525,-400.6658,589.50183,577.089,240.55878,1123.877,-1933.4275
137.1467,-453.4207,-405.6561,589.508,582.0947,240.55984,1118.8853,-1933.4274
135.02338,-448.88885,-410.6464,589.51416,587.10046,240.56091,1113.8936,-1933.4272
132.90005,-444.35703,-415.6367,589.5203,592.1062,240.56198,1108.9019,-1933.4271
130.77673,-439.8252,-420.62698,589.5265,597.11194,240.56305,1103.9102,-1933.427
128.65341,-435.29337,-425.61728,589.53265,602.1177,240.56412,1098.9185,-1933.4269
126.53009,-430.76154,-430.60757,589.5388,607.1234,240.56519,1093.9268,-1933.4268
124.40677,-426.2297,-435.59787,589.545,612.12915,240.56625,1088.935,-1933.4266
122.28345,-421.69788,-440.58817,589.55115,617.1349,240.56732,1083.9434,-1933.4265
120.160126,-417.16605,-445.57846,589.5573,622.1406,240.56839,1078.9517,-1933.4264
118.036804,-412.63422,-450.56876,589.5635,627.14636,240.56946,1073.96,-1933.4263
115.91348,-408.1024,-455.55905,589.56964,632.1521,240.57053,1068.9683,-1933.4261
113.79016,-403.57056,-460.54935,589.5758,637.15784,240.5716,1063.9766,-1933.426
111.66684,-399.03873,-466.267,592.55554,642.1636,240.57266,1058.9849,-1933.4259
109.54352,-394.5069,-471.98465,595.5353,647.1693,240.57373,1053.9932,-1933.4258
107.4202,-389.97507,-477.7023,598.515,652.17505,240.5748,1049.0015,-1933.4257
105.296875,-385.44324,-483.41995,601.49475,657.1808,240.57587,1044.0098,-1933.4255
103.17355,-380.9114,-489.1376,604.4745,662.1865,240.57693,1039.0181,-1933.4254
101.05023,-376.37958,-494.85526,607.4542,667.19226,240.578,1034.0264,-1933.4253
98.92691,-371.84775,-500.5729,610.43396,672.198,240.57907,1029.0347,-1933.4252
96.80359,-367.31592,-506.29056,613.4137,677.20374,240.58014,1024.043,-1933.425
94.68027,-362.7841,-512.00824,616.39343,682.2095,240.5812,1019.0513,-1933.4249
92.556946,-358.25226,-517.7259,619.37317,687.2152,240.58228,1014.0596,-1933.4248
90.433624,-353.72043,-523.44354,622.3529,692.22095,240.58334,1009.0679,-1933.4247
88.3103,-349.1886,-529.1612,625.33264,697.2267,240.58441,1004.0762,-1933.4246
86.18698,-344.65677,-534.87885,628.3124,702.2324,240.58548,999.0845,-1933.4244
84.06366,-340.12494,-540.5965,631.2921,707.23816,240.58655,994.0928,-1933.4243
81.94034,-335.5931,-546.31415,634.27185,712.2439,240.58762,989.1011,-1933.4242
79.81702,-331.06128,-552.0318,637.2516,717.24963,240.58868,984.1094,-1933.4241
77.693695,-326.52945,-557.74945,640.2313,722.2554,240.58975,979.1177,-1933.424
75.57037,-321.99762,-563.4671,643.21106,727.2611,240.59082,974.126,-1933.4238
73.44705,-317.4658,-569.18475,646.1908,732.26685,240.59189,969.1343,-1933.4237
71.32373,-312.93396,-574.9024,649.17053,737.2726,240.59296,964.1426,-1933.4236
69.20041,-308.40213,-580.62006,652.15027,742.2783,240.59402,959.1509,-1933.4235
67.07709,-303.8703,-586.3377,655.13,747.28406,240.5951,954.1592,-1933.4233
64.953766,-299.33847,-592.05536,658.10974,752.2898,240.59616,949.1675,-1933.4232
62.83044,-294.80664,-597.773,661.0895,757.29553,240.59723,944.1758,-1933.4231
60.707115,-290.2748,-603.49066,664.0692,762.3013,240.5983,939.1841,-1933.423
58.58379,-285.74298,-609.2083,667.04895,767.307,240.59937,934.1924,-1933.4229
56.460464,-281.21115,-614.92596,670.0287,772.31274,240.60043,929.2007,-1933.4227
54.33714,-276.67932,-620.6436,673.0084,777.3185,240.6015,924.209,-1933.4226
52.213814,-272.1475,-626.36127,675.98816,782.3242,240.60257,919.2173,-1933.4225
50.09049,-267.61566,-632.0789,678.9679,787.32996,240.60364,914.2256,-1933.4224
47.967163,-263.08383,-637.7966,681.94763,792.3357,240.6047,909.2339,-1933.4222
45.843838,-258.552,-643.5142,684.92737,797.34143,240.60577,904.2422,-1933.4221
43.720512,-254.02019,-649.2319,687.9071,802.34717,240.60684,899.2505,-1933.422
41.597187,-249.48837,-654.9495,690.88684,807.3529,240.60791,894.2588,-1933.4219
39.47386,-244.95656,-660.6672,693.8666,812.35864,240.60898,889.2671,-1933.4218
37.350536,-240.42474,-666.3848,696.8463,817.3644,240.61005,884.2754,-1933.4216
35.22721,-235.89293,-672.1025,699.82605,822.3701,240.61111,879.2837,-1933.4215
33.103886,-231.36111,-677.8201,702.8058,827.37585,240.61218,874.292,-1933.4214
30.980562,-226.8293,-683.5378,705.7855,832.3816,240.61325,869.3003,-1933.4213
28.857239,-222.29749,-689.25543,708.76526,837.3873,240.61432,864.3086,-1933.4211
26.733915,-217.76567,-694.9731,711.745,842.39307,240.61539,859.3169,-1933.421
24.610592,-213.23386,-700.69073,714.72473,847.3988,240.61646,854.3252,-1933.4209
22.487268,-208.70204,-706.4084,717.70447,852.40454,240.61752,849.3335,-1933.4208
20.363945,-204.17023,-712.12604,720.6842,857.4103,240.61859,844.3418,-1933.4207
18.240622,-199.63841,-717.8437,723.66394,862.416,240.61966,839.3501,-1933.4205
16.117298,-195.1066,-723.56134,726.6437,867.42175,240.62073,834.3584,-1933.4204
13.993974,-190.57478,-729.279,729.6234,872.4275,240.6218,829.3667,-1933.4203
11.870649,-186.04297,-734.99664,732.60315,877.4332,240.62286,824.375,-1933.4202
9.747325,-181.51115,-740.7143,735.5829,882.43896,240.62393,819.3833,-1933.42
7.6240005,-176.97934,-746.43195,738.5626,887.4447,240.625,814.3916,-1933.4199
5.500676,-172.44753,-752.1496,741.54236,892.45044,240.62607,809.3999,-1933.4198
4.269128,-166.34721,-757.86725,744.5221,897.4562,240.62714,804.4082,-1933.4197
3.0375798,-160.2469,-763.5849,747.50183,902.4619,240.6282,799.4165,-1933.4196
1.8060317,-154.14659,-769.30255,750.48157,907.46765,240.62927,794.4248,-1933.4194
0.57448363,-148.04628,-775.0202,753.4613,912.4734,240.63034,789.4331,-1933.4193
-0.65706444,-141.94597,-780.73785,756.44104,917.4791,240.63141,784.4414,-1933.4192
-1.8886125,-135.84566,-786.4555,759.4208,922.48486,240.63248,779.4497,-1933.4191
-3.1201606,-129.74535,-792.17316,762.4005,927.4906,240.63354,774.458,-1933.419
-4.3517084,-123.645035,-797.8908,765.38025,932.49634,240.63461,769.4663,-1933.4188
-5.5832567,-117.54472,-803.60846,768.36,937.5021,240.63568,764.4746,-1933.4187
-6.814805,-111.44441,-809.3261,771.3397,942.5078,240.63675,759.4829,-1933.4186
-8.046353,-105.3441,-815.04376,774.31946,947.51355,240.63782,754.4912,-1933.4185
-9.277902,-99.24379,-820.7614,777.2992,952.5193,240.63889,749.4995,-1933.4183
-10.50945,-93.14348,-826.47906,780.27893,957.525,240.63995,744.5078,-1933.4182
-11.740998,-87.04317,-832.1967,783.25867,962.53076,240.64102,739.5161,-1933.4181
-12.972547,-80.942856,-837.91437,786.2384,967.5365,240.64209,734.5244,-1933.418
-14.204095,-74.842545,-843.632,789.21814,972.54224,240.64316,729.5327,-1933.4178
-15.435643,-68.74223,-849.3497,792.1979,977.548,240.64423,724.541,-1933.4177
-16.66719,-62.641922,-855.0673,795.1776,982.5537,240.6453,719.5493,-1933.4176
-17.898739,-56.54161,-860.785,798.15735,987.55945,240.64636,714.5576,-1933.4175
-19.130287,-50.4413,-866.5026,801.1371,992.5652,240.64743,709.5659,-1933.4174
-20.361835,-44.34099,-872.2203,804.1168,997.5709,240.6485,704.5742,-1933.4172
-21.593384,-38.240677,-877.9379,807.09656,1002.57666,240.64957,699.5825,-1933.4171
-22.824932,-32.140366,-883.6556,810.0763,1007.5824,240.65063,694.5908,-1933.417
-24.05648,-26.040054,-889.3732,813.056,1012.58813,240.6517,689.5991,-1933.4169
-25.288029,-19.939743,-895.0909,816.03577,1017.5939,240.65277,684.6074,-1933.4167
-26.519577,-13.839432,-900.80853,819.0155,1022.5996,240.65384,679.6157,-1933.4166
-27.751125,-7.73912,-906.5262,821.99524,1027.6053,240.6549,674.624,-1933.4165
-28.982674,-1.6388083,-912.24384,824.975,1032.6111,240.65598,669.6323,-1933.4164
-30.214222,4.4615035,-917.9615,827.9547,1037.6168,240.65704,664.6406,-1933.4163
-31.44577,10.561815,-923.67914,830.93445,1042.6226,240.65811,659.6489,-1933.4161
-32.67732,16.662127,-929.3968,833.9142,1047.6283,240.65918,654.6572,-1933.416
-33.908867,22.762438,-935.11444,836.8939,1052.634,240.66025,649.6655,-1933.4159
-35.140415,28.86275,-940.8321,839.87366,1057.6398,240.66132,644.6738,-1933.4158
-36.371964,34.963062,-946.54974,842.8534,1062.6455,240.66238,639.6821,-1933.4156
-37.60351,41.063374,-952.2674,845.8331,1067.6512,240.66345,634.6904,-1933.4155
-38.83506,47.163685,-957.98505,848.81287,1072.657,240.66452,629.6987,-1933.4154
-40.06661,53.263996,-963.7027,851.7926,1077.6627,240.66559,624.70703,-1933.4153
-41.298157,59.364307,-969.42035,854.77234,1082.6685,240.66666,619.71533,-1933.4152
-42.529705,65.46462,-975.138,857.7521,1087.6742,240.66772,614.72363,-1933.415
-43.761253,71.56493,-980.85565,860.7318,1092.6799,240.6688,609.73193,-1933.4149
-44.9928,77.665245,-986.5733,863.71155,1097.6857,240.66986,604.74023,-1933.4148
-46.22435,83.76556,-992.29095,866.6913,1102.6914,240.67093,599.74854,-1933.4147
-47.4559,89.86587,-998.0086,869.671,1107.6971,240.672,594.75684,-1933.4146
-48.687447,95.96618,-1003.72626,872.65076,1112.7029,240.67307,589.76514,-1933.4144
-49.918995,102.06649,-1009.4439,875.6305,1117.7086,240.67413,584.77344,-1933.4143
-51.150543,108.1668,-1015.16156,878.6102,1122.7144,240.6752,579.78174,-1933.4142
-52.38209,114.26711,-1020.8792,881.58997,1127.7201,240.67627,574.79004,-1933.4141
-53.61364,120.367424,-1026.5969,884.5697,1132.7258,240.67734,569.79834,-1933.414
-54.84519,126.467735,-1032.3146,887.54944,1137.7316,240.6784,564.80664,-1933.4138
-56.076736,132.56805,-1038.0322,890.5292,1142.7373,240.67947,559.81494,-1933.4137
-57.308285,138.66837,-1043.7499,893.5089,1147.743,240.68054,554.82324,-1933.4136
-58.539833,144.76868,-1049.4675,896.48865,1152.7488,240.68161,549.83154,-1933.4135
-59.77138,150.86899,-1055.1852,899.4684,1157.7545,240.68268,544.83984,-1933.4133
-61.00293,156.9693,-1060.9028,902.4481,1162.7603,240.68375,539.84814,-1933.4132
-62.234478,163.06961,-1066.6205,905.42786,1167.766,240.68481,534.85645,-1933.4131
-66.57967,162.75851,-1072.3381,908.4076,1172.7717,240.68588,529.86475,-1933.413
-70.924866,162.44742,-1078.0558,911.3873,1177.7775,240.68695,524.87305,-1933.4128
-75.27006,162.13632,-1083.7734,914.36707,1182.7832,240.68802,519.88135,-1933.4127
-79.61525,161.82523,-1089.4911,917.3468,1187.789,240.68909,514.88965,-1933.4126
-83.96044,161.51413,-1095.2087,920.32654,1192.7947,240.69016,509.89795,-1933.4125
-88.30563,161.20303,-1100.9264,923.3063,1197.8004,240.69122,504.90625,-1933.4124
-92.650826,160.89194,-1106.644,926.286,1202.8062,240.69229,499.91455,-1933.4122
-96.99602,160.58084,-1112.3617,929.26575,1207.8119,240.69336,494.92285,-1933.4121
-101.34121,160.26974,-1118.0793,932.2455,1212.8176,240.69443,489.93115,-1933.412
-105.6864,159.95865,-1123.797,935.2252,1217.8234,240.6955,484.93945,-1933.4119
-110.03159,159.64755,-1129.5146,938.20496,1222.8291,240.69656,479.94775,-1933.4117
-114.376785,159.33646,-1135.2323,941.1847,1227.8348,240.69763,474.95605,-1933.4116
-118.72198,159.02536,-1140.95,944.1644,1232.8406,240.6987,469.96436,-1933.4115
-123.06717,158.71426,-1146.6676,947.14417,1237.8463,240.69977,464.97266,-1933.4114
-127.41236,158.40317,-1152.3853,950.1239,1242.852,240.70084,459.98096,-1933.4113
-131.75755,158.09207,-1158.1029,953.10364,1247.8578,240.7019,454.98926,-1933.4111
-136.10275,157.78098,-1163.8206,956.0834,1252.8635,240.70297,449.99756,-1933.411
-140.44795,157.46988,-1169.5382,959.0631,1257.8693,240.70404,445.00586,-1933.4109
-144.79315,157.15878,-1175.2559,962.04285,1262.875,240.70511,440.01416,-1933.4108
-149.13835,156.84769,-1180.9735,965.0226,1267.8807,240.70618,435.02246,-1933.4106
-153.48355,156.53659,-1186.6912,968.0023,1272.8865,240.70724,430.03076,-1933.4105
-157.82875,156.2255,-1192.4088,970.98206,1277.8922,240.70831,425.03906,-1933.4104
-162.17395,155.9144,-1198.1265,973.9618,1282.898,240.70938,420.04736,-1933.4103
-166.51915,155.6033,-1203.8441,976.9415,1287.9037,240.71045,415.05566,-1933.4102
-170.86435,155.2922,-1209.5618,979.92126,1292.9094,240.71152,410.06396,-1933.41
-175.20955,154.98111,-1215.2794,982.901,1297.9152,240.71259,405.07227,-1933.4099
