p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y
1440.8892,272.08063,431.67227,270.36786,-417.0525,468.98483,1495.0806,956.95074
1445.893,272.08768,436.6769,270.37604,-412.05157,468.98737,1500.0894,956.9517
1450.8967,272.09473,441.68155,270.38422,-407.05066,468.9899,1505.0981,956.9527
1455.9005,272.10178,446.6862,270.3924,-402.04974,468.99243,1510.1069,956.9537
1460.9043,272.10883,451.69083,270.40057,-397.04883,468.99496,1515.1157,956.95465
1465.9081,272.11588,456.69547,270.40875,-392.0479,468.9975,1520.1245,956.9556
1470.9119,272.12292,461.7001,270.41693,-387.047,469.00003,1525.1333,956.9566
1475.9156,272.12997,466.70474,270.4251,-382.04608,469.00256,1530.1421,956.9576
1480.9194,272.13702,471.70938,270.4333,-377.04517,469.0051,1535.1509,956.95856
1485.9232,272.14407,476.71402,270.44147,-372.04425,469.00763,1540.1597,956.95953
1490.927,272.15112,481.71866,270.44965,-367.04333,469.01016,1545.1685,956.9605
1495.9308,272.15817,486.7233,270.45782,-362.04242,469.0127,1550.1772,956.9615
1500.9346,272.16522,491.72794,270.466,-357.0415,469.01523,1555.186,956.96246
1505.9384,272.17227,496.73257,270.47418,-352.0406,469.01776,1560.1948,956.96344
1510.9421,272.17932,501.7372,270.48236,-347.03967,469.0203,1565.2036,956.9644
1515.9459,272.18637,506.74185,270.49054,-342.03876,469.02283,1570.2124,956.9654
1520.9497,272.19342,511.7465,270.49872,-337.03784,469.02536,1575.2212,956.9664
1525.9535,272.20047,516.75116,270.5069,-332.03693,469.0279,1580.23,956.96735
